id,age,sex,race,hispanic,born,degree,marital,childs,wrkstat,income16,class,relig,attend,partyid,polviews,region,weight
2628,41,male,black,not hispanic,yes,high school,never married,0,working full time,"$35,000 to $39,999",working class,none,less than once a year,"independent (neither, no response)","moderate, middle of the road",midwest,0.4299
2629,78,female,white,not hispanic,yes,bachelor's,widowed,3,keeping house,"$20,000 to $22,499",middle class,christian,every week,"independent (neither, no response)","moderate, middle of the road",midwest,0.1595
2630,58,female,white,not hispanic,yes,high school,divorced,3,working full time,"$40,000 to $49,999",working class,none,never,"independent, close to republican","moderate, middle of the road",midwest,0.4783
2631,65,female,white,not hispanic,yes,high school,divorced,2,retired,"$12,500 to $14,999",lower class,protestant,several times a year,"independent, close to democrat","moderate, middle of the road",midwest,0.1803
2632,27,male,white,not hispanic,yes,associate/junior college,divorced,0,working full time,"$50,000 to $59,999",working class,protestant,every week,strong republican,conservative,midwest,0.281
2633,63,female,white,not hispanic,yes,high school,married,0,working full time,,working class,none,never,not very strong republican,slightly conservative,midwest,0.44
2634,76,male,white,not hispanic,yes,graduate,never married,0,retired,"$150,000 to $169,999",middle class,protestant,never,strong democrat,liberal,midwest,0.1814
2635,56,female,white,not hispanic,yes,bachelor's,divorced,2,working part time,"$25,000 to $29,999",working class,protestant,2-3 times a month,"independent (neither, no response)",conservative,midwest,0.1732
2636,35,male,white,not hispanic,yes,high school,never married,2,working full time,,working class,none,never,strong republican,"moderate, middle of the road",midwest,0.4194
2637,42,male,white,not hispanic,yes,less than high school,divorced,2,"unemployed, laid off, looking for work","under $1,000",lower class,protestant,every week,"independent (neither, no response)","moderate, middle of the road",midwest,0.1978
2638,89+,male,white,not hispanic,yes,bachelor's,married,2,retired,,middle class,protestant,several times a year,not very strong republican,"moderate, middle of the road",midwest,0.9956
2639,45,female,white,not hispanic,yes,high school,never married,0,working full time,"$40,000 to $49,999",working class,none,never,,"moderate, middle of the road",midwest,0.4178
2640,62,male,white,"another hispanic, latino, or spanish origin",no,bachelor's,married,3,working full time,"$35,000 to $39,999",working class,catholic,less than once a year,"independent, close to democrat","moderate, middle of the road",midwest,0.4098
2641,37,female,white,not hispanic,yes,graduate,married,3,working full time,"$90,000 to $109,999",middle class,protestant,several times a year,"independent (neither, no response)","moderate, middle of the road",midwest,0.7965
2642,43,male,white,not hispanic,yes,high school,never married,1,working full time,"$50,000 to $59,999",working class,none,less than once a year,"independent, close to democrat",slightly liberal,midwest,0.3892
2643,69,female,white,not hispanic,yes,bachelor's,widowed,3,retired,"$60,000 to $74,999",middle class,catholic,less than once a year,"independent (neither, no response)","moderate, middle of the road",midwest,0.1595
2644,22,male,white,not hispanic,yes,high school,never married,0,working full time,"$35,000 to $39,999",lower class,none,never,"independent (neither, no response)","moderate, middle of the road",midwest,0.5621
2645,49,male,white,not hispanic,yes,high school,married,0,working full time,"$50,000 to $59,999",working class,catholic,every week,"independent, close to republican",liberal,midwest,0.6406
2646,65,male,white,not hispanic,yes,bachelor's,divorced,3,retired,,middle class,catholic,several times a year,strong republican,"moderate, middle of the road",midwest,0.8861
2647,41,female,white,not hispanic,no,high school,divorced,3,working full time,"$60,000 to $74,999",middle class,none,never,"independent (neither, no response)","moderate, middle of the road",midwest,0.3677
2648,68,female,white,not hispanic,yes,high school,widowed,0,retired,"$40,000 to $49,999",working class,protestant,never,"independent, close to democrat",liberal,midwest,0.1803
2649,34,male,white,not hispanic,yes,bachelor's,married,0,working full time,,working class,none,never,"independent (neither, no response)","moderate, middle of the road",midwest,0.4168
2650,22,female,white,not hispanic,yes,high school,never married,0,in school,"$12,500 to $14,999",working class,none,several times a year,"independent (neither, no response)","moderate, middle of the road",midwest,0.6034
2651,61,female,white,not hispanic,yes,high school,never married,0,retired,"$10,000 to $12,499",middle class,none,never,not very strong republican,"moderate, middle of the road",midwest,0.4783
2652,30,female,other,"mexican, mexican american, chicano/a",no,high school,,2,working full time,,working class,catholic,never,other party,"moderate, middle of the road",midwest,0.4682
2653,31,female,,"mexican, mexican american, chicano/a",no,bachelor's,married,2,keeping house,"$15,000 to $17,499",working class,catholic,about once or twice a year,not very strong democrat,"moderate, middle of the road",midwest,0.8283
2654,83,female,white,not hispanic,yes,high school,married,3,retired,,middle class,protestant,every week,not very strong republican,slightly liberal,midwest,0.4051
2655,20,male,white,not hispanic,yes,high school,never married,0,working full time,"$17,500 to $19,999",working class,none,never,other party,liberal,midwest,0.5621
2656,75,female,white,not hispanic,yes,high school,married,3,working part time,"$25,000 to $29,999",working class,protestant,every week,strong republican,conservative,midwest,0.9894
2657,29,female,black,not hispanic,yes,high school,never married,3,working full time,"$20,000 to $22,499",working class,none,never,not very strong democrat,"moderate, middle of the road",midwest,0.5459
2658,37,female,white,"mexican, mexican american, chicano/a",yes,high school,never married,3,"unemployed, laid off, looking for work",,working class,protestant,about once a month,"independent (neither, no response)","moderate, middle of the road",midwest,0.1587
2659,81,female,black,not hispanic,yes,high school,divorced,6,retired,,lower class,protestant,never,strong democrat,liberal,midwest,0.3984
2660,18,female,white,not hispanic,yes,high school,married,0,in school,"$17,500 to $19,999",working class,none,never,not very strong republican,conservative,midwest,1.2729
2661,79,female,white,not hispanic,yes,graduate,married,3,retired,"$170,000 or over",middle class,protestant,nearly every week,strong republican,slightly conservative,midwest,0.4109
2662,21,female,white,not hispanic,yes,high school,never married,0,working full time,"$90,000 to $109,999",working class,protestant,2-3 times a month,not very strong republican,"moderate, middle of the road",midwest,1.8447
2663,68,male,white,not hispanic,yes,high school,divorced,3,retired,"$60,000 to $74,999",middle class,protestant,nearly every week,not very strong republican,conservative,midwest,0.7656
2664,86,male,white,not hispanic,yes,high school,married,4,keeping house,"$40,000 to $49,999",working class,protestant,nearly every week,"independent (neither, no response)","moderate, middle of the road",midwest,0.5283
2665,77,female,white,not hispanic,yes,high school,married,2,retired,"$25,000 to $29,999",middle class,protestant,never,not very strong democrat,liberal,midwest,0.4645
2666,67,female,white,not hispanic,yes,high school,never married,0,retired,,working class,protestant,about once a month,"independent, close to democrat","moderate, middle of the road",midwest,1.3462
2667,73,male,white,not hispanic,yes,high school,divorced,3,retired,"$15,000 to $17,499",lower class,none,never,"independent (neither, no response)","moderate, middle of the road",midwest,0.2351
2668,34,female,white,not hispanic,yes,bachelor's,married,2,"with a job, but not at work because of temporary illness, vacation, strike","$60,000 to $74,999",working class,catholic,2-3 times a month,not very strong democrat,"moderate, middle of the road",midwest,0.4201
2669,71,male,white,not hispanic,yes,high school,married,3,retired,"$90,000 to $109,999",middle class,catholic,every week,not very strong republican,slightly conservative,midwest,0.5283
2670,25,female,white,not hispanic,yes,high school,never married,0,working full time,,middle class,none,never,strong republican,conservative,midwest,1.8447
2671,48,male,white,not hispanic,yes,high school,married,1,working full time,"$150,000 to $169,999",working class,none,never,not very strong republican,slightly conservative,midwest,0.5013
2672,33,female,white,not hispanic,yes,high school,never married,0,working part time,,middle class,protestant,several times a year,"independent (neither, no response)","moderate, middle of the road",midwest,0.4227
2673,44,male,white,not hispanic,yes,high school,married,5,working full time,"$60,000 to $74,999",middle class,protestant,every week,strong republican,conservative,midwest,2.4484
2674,38,male,white,not hispanic,yes,high school,never married,0,working full time,"$20,000 to $22,499",lower class,none,never,"independent, close to democrat",slightly liberal,midwest,0.2404
2675,82,male,white,not hispanic,yes,less than high school,married,1,retired,"$50,000 to $59,999",working class,protestant,never,not very strong democrat,slightly conservative,midwest,0.537
2676,18,male,white,not hispanic,yes,high school,never married,0,keeping house,"$1,000 to $2,999",working class,none,never,"independent (neither, no response)","moderate, middle of the road",midwest,0.3222
2677,82,female,white,not hispanic,yes,bachelor's,married,3,keeping house,"$170,000 or over",middle class,protestant,2-3 times a month,strong republican,extremely conservative,midwest,0.4109
2678,56,male,white,not hispanic,yes,high school,married,2,working full time,"$90,000 to $109,999",working class,protestant,several times a year,strong republican,conservative,midwest,0.5739
2679,55,female,white,not hispanic,yes,bachelor's,married,0,"unemployed, laid off, looking for work","$75,000 to $89,999",working class,protestant,about once or twice a year,"independent, close to republican",slightly conservative,midwest,0.4463
2680,68,female,white,not hispanic,yes,bachelor's,divorced,4,retired,"$22,500 to $24,999",middle class,protestant,every week,strong republican,conservative,midwest,0.1828
2681,67,male,white,not hispanic,yes,associate/junior college,married,1,working full time,"$90,000 to $109,999",working class,protestant,2-3 times a month,strong republican,conservative,midwest,0.5283
2682,58,female,white,"mexican, mexican american, chicano/a",no,less than high school,married,4,keeping house,"$5,000 to $5,999",working class,orthodox-christian,nearly every week,"independent, close to democrat",slightly conservative,midwest,0.4746
2683,26,male,other,"mexican, mexican american, chicano/a",no,high school,never married,0,working full time,"$110,000 to $129,999",working class,protestant,2-3 times a month,,"moderate, middle of the road",midwest,0.8947
2684,67,male,white,not hispanic,yes,associate/junior college,married,2,retired,"$12,500 to $14,999",working class,catholic,every week,"independent (neither, no response)","moderate, middle of the road",midwest,1.7204
2685,34,male,other,"mexican, mexican american, chicano/a",no,less than high school,married,3,working full time,"$1,000 to $2,999",upper class,none,less than once a year,"independent (neither, no response)",extremely conservative,midwest,2.4824
2686,43,male,white,not hispanic,yes,high school,never married,0,"unemployed, laid off, looking for work",,working class,none,never,strong democrat,extremely liberal,midwest,0.2231
2687,73,female,white,not hispanic,yes,bachelor's,widowed,3,retired,"$60,000 to $74,999",middle class,protestant,every week,"independent, close to republican","moderate, middle of the road",midwest,0.1828
2688,62,male,white,not hispanic,yes,bachelor's,married,3,working full time,"$60,000 to $74,999",working class,none,about once or twice a year,"independent, close to republican",conservative,midwest,0.5076
2689,24,male,white,not hispanic,yes,high school,never married,0,in school,"$7,000 to $7,999",working class,none,never,"independent, close to democrat",slightly liberal,midwest,0.9666
2690,,female,white,not hispanic,yes,bachelor's,married,1,working full time,"$130,000 to $149,999",working class,catholic,less than once a year,not very strong democrat,slightly liberal,midwest,0.4463
2691,70,male,white,not hispanic,yes,high school,married,2,retired,"$50,000 to $59,999",middle class,protestant,about once or twice a year,"independent, close to republican","moderate, middle of the road",midwest,0.5283
2692,47,male,other,"mexican, mexican american, chicano/a",yes,high school,separated,8+,working full time,"$170,000 or over",middle class,catholic,never,"independent (neither, no response)","moderate, middle of the road",midwest,0.6255
2693,53,female,white,not hispanic,yes,associate/junior college,divorced,1,working full time,"$60,000 to $74,999",working class,none,never,"independent, close to republican","moderate, middle of the road",midwest,0.2245
2694,64,female,white,not hispanic,yes,bachelor's,married,4,retired,"$75,000 to $89,999",middle class,protestant,about once or twice a year,not very strong republican,conservative,midwest,0.6694
2695,67,female,white,not hispanic,yes,high school,married,3,retired,"$35,000 to $39,999",working class,protestant,every week,not very strong republican,conservative,midwest,0.4645
2696,35,male,other,"mexican, mexican american, chicano/a",yes,high school,never married,0,working full time,"$25,000 to $29,999",lower class,other,never,"independent (neither, no response)","moderate, middle of the road",midwest,0.414
2697,36,female,white,not hispanic,yes,bachelor's,married,2,working full time,"$75,000 to $89,999",middle class,protestant,nearly every week,strong republican,slightly conservative,midwest,0.4201
2698,,female,white,not hispanic,yes,bachelor's,widowed,2,retired,"$90,000 to $109,999",middle class,protestant,nearly every week,"independent (neither, no response)","moderate, middle of the road",midwest,0.1828
2699,32,male,white,not hispanic,yes,bachelor's,never married,0,working full time,"$60,000 to $74,999",working class,protestant,less than once a year,strong democrat,extremely liberal,midwest,0.2127
2700,65,male,white,not hispanic,yes,high school,married,3,retired,"$60,000 to $74,999",middle class,protestant,every week,"independent, close to democrat",slightly liberal,midwest,1.7204
2701,84,male,white,not hispanic,yes,graduate,divorced,1,retired,,middle class,protestant,never,not very strong republican,extremely conservative,midwest,0.208
2702,59,male,white,not hispanic,yes,bachelor's,married,0,working full time,"$75,000 to $89,999",working class,protestant,about once or twice a year,"independent (neither, no response)",slightly liberal,midwest,1.6529
2703,24,female,white,not hispanic,yes,high school,never married,3,"unemployed, laid off, looking for work","$25,000 to $29,999",lower class,none,never,"independent, close to democrat",liberal,midwest,0.8497
2704,51,female,white,not hispanic,yes,high school,married,3,working full time,"$60,000 to $74,999",working class,protestant,less than once a year,not very strong democrat,"moderate, middle of the road",midwest,0.5045
2705,36,female,white,not hispanic,yes,high school,never married,3,keeping house,"$10,000 to $12,499",working class,protestant,never,"independent, close to democrat",liberal,midwest,0.4227
2706,30,male,white,not hispanic,yes,less than high school,widowed,0,working full time,"$50,000 to $59,999",lower class,none,never,"independent, close to democrat",liberal,midwest,0.2387
2707,41,female,white,not hispanic,yes,bachelor's,married,1,working full time,"$90,000 to $109,999",working class,inter-nondenominational,several times a year,not very strong democrat,"moderate, middle of the road",midwest,1.9039
2708,31,male,white,not hispanic,yes,high school,never married,0,"with a job, but not at work because of temporary illness, vacation, strike","$75,000 to $89,999",working class,none,less than once a year,"independent (neither, no response)","moderate, middle of the road",midwest,0.7828
2709,43,male,white,not hispanic,yes,high school,never married,0,working full time,"$60,000 to $74,999",working class,none,never,"independent, close to democrat",liberal,midwest,0.7264
2710,33,female,white,not hispanic,yes,high school,never married,1,working full time,"$35,000 to $39,999",working class,catholic,never,other party,"moderate, middle of the road",midwest,0.4227
2711,25,male,white,not hispanic,yes,bachelor's,never married,0,working full time,"$50,000 to $59,999",middle class,protestant,2-3 times a month,"independent (neither, no response)",conservative,midwest,0.9144
2712,53,male,white,not hispanic,yes,high school,married,4,working full time,"$110,000 to $129,999",working class,protestant,about once or twice a year,strong republican,"moderate, middle of the road",midwest,1.3809
2713,53,female,white,not hispanic,yes,high school,married,3,keeping house,"$60,000 to $74,999",middle class,none,never,not very strong republican,slightly conservative,midwest,1.214
2714,63,female,white,not hispanic,yes,high school,widowed,2,working full time,"$40,000 to $49,999",working class,catholic,several times a week,strong democrat,slightly conservative,midwest,0.3602
2715,38,male,white,not hispanic,yes,associate/junior college,divorced,0,working full time,"$90,000 to $109,999",middle class,christian,about once a month,"independent (neither, no response)",slightly conservative,midwest,1.157
2716,31,male,white,not hispanic,yes,high school,never married,1,"unemployed, laid off, looking for work",,working class,christian,several times a year,strong democrat,extremely liberal,midwest,0.7713
2717,40,male,other,not hispanic,no,bachelor's,married,1,working full time,"$75,000 to $89,999",working class,catholic,about once a month,"independent, close to republican",conservative,midwest,0.4448
2718,,male,,"mexican, mexican american, chicano/a",yes,bachelor's,never married,0,working full time,"$40,000 to $49,999",working class,catholic,several times a year,"independent (neither, no response)","moderate, middle of the road",midwest,1.282
2719,67,male,white,not hispanic,yes,less than high school,married,0,retired,"$35,000 to $39,999",working class,none,less than once a year,"independent, close to democrat","moderate, middle of the road",midwest,0.8615
2720,73,male,white,not hispanic,yes,high school,never married,1,retired,"$17,500 to $19,999",lower class,catholic,about once or twice a year,"independent, close to republican",slightly liberal,midwest,0.3772
2721,68,female,white,not hispanic,yes,bachelor's,married,2,retired,"$60,000 to $74,999",middle class,protestant,nearly every week,not very strong republican,conservative,midwest,0.6591
2722,67,female,white,not hispanic,yes,graduate,married,4,retired,"$90,000 to $109,999",middle class,protestant,nearly every week,"independent, close to republican","moderate, middle of the road",midwest,0.6591
2723,67,female,white,not hispanic,yes,bachelor's,divorced,0,working part time,"$17,500 to $19,999",working class,none,several times a year,"independent (neither, no response)","moderate, middle of the road",midwest,0.2933
2724,39,male,white,not hispanic,yes,bachelor's,divorced,0,working full time,"$75,000 to $89,999",middle class,christian,2-3 times a month,"independent, close to democrat","moderate, middle of the road",midwest,0.6823
2725,57,female,other,not hispanic,yes,graduate,divorced,8+,keeping house,"$10,000 to $12,499",working class,none,never,"independent, close to democrat",liberal,midwest,0.6078
2726,,female,white,not hispanic,yes,bachelor's,married,0,retired,,middle class,protestant,less than once a year,not very strong republican,"moderate, middle of the road",midwest,0.6591
2727,60,male,white,not hispanic,yes,associate/junior college,married,2,working full time,"$60,000 to $74,999",working class,catholic,every week,strong republican,"moderate, middle of the road",midwest,4.4966
2728,72,female,white,not hispanic,yes,high school,widowed,0,retired,"$25,000 to $29,999",middle class,protestant,nearly every week,not very strong democrat,slightly liberal,midwest,0.3316
2729,66,female,white,not hispanic,yes,bachelor's,married,2,retired,"$75,000 to $89,999",middle class,protestant,about once or twice a year,strong republican,conservative,midwest,0.6591
2730,64,female,white,not hispanic,yes,high school,married,2,working part time,"$90,000 to $109,999",working class,protestant,several times a year,strong republican,conservative,midwest,0.8093
2731,63,female,white,not hispanic,yes,bachelor's,married,1,working part time,"$60,000 to $74,999",middle class,protestant,several times a week,not very strong republican,conservative,midwest,2.3311
2732,74,male,white,not hispanic,yes,high school,married,2,working full time,"$110,000 to $129,999",middle class,protestant,every week,strong republican,conservative,midwest,2.7599
2733,42,male,white,not hispanic,yes,high school,married,4,working full time,"$170,000 or over",middle class,protestant,nearly every week,"independent, close to republican","moderate, middle of the road",midwest,0.8041
2734,53,female,other,not hispanic,no,graduate,married,2,keeping house,"$170,000 or over",upper class,hinduism,several times a year,"independent (neither, no response)","moderate, middle of the road",midwest,2.9156
2735,49,male,white,not hispanic,yes,graduate,divorced,3,working full time,"$170,000 or over",middle class,none,about once or twice a year,"independent, close to republican","moderate, middle of the road",midwest,0.3165
2736,58,female,white,not hispanic,yes,graduate,married,2,working part time,"$150,000 to $169,999",middle class,protestant,several times a year,strong democrat,liberal,midwest,2.3311
2737,66,male,white,not hispanic,yes,high school,married,3,retired,,upper class,protestant,every week,not very strong republican,"moderate, middle of the road",midwest,2.7599
2738,64,male,white,not hispanic,yes,high school,married,2,working full time,"$75,000 to $89,999",middle class,protestant,several times a year,strong republican,conservative,midwest,2.712
2739,35,female,white,not hispanic,yes,associate/junior college,married,3,working full time,"$60,000 to $74,999",working class,protestant,every week,"independent, close to republican","moderate, middle of the road",midwest,0.6892
2740,55,male,white,not hispanic,yes,high school,married,4,working full time,"$60,000 to $74,999",working class,protestant,several times a week,strong republican,extremely conservative,midwest,1.2493
2741,70,female,white,not hispanic,yes,high school,married,3,working part time,"$40,000 to $49,999",middle class,protestant,about once or twice a year,strong democrat,liberal,midwest,0.6741
2742,42,female,white,not hispanic,yes,high school,divorced,3,working full time,"$17,500 to $19,999",working class,protestant,2-3 times a month,"independent (neither, no response)","moderate, middle of the road",midwest,0.2846
2743,32,female,white,not hispanic,yes,graduate,married,1,working full time,"$170,000 or over",middle class,none,less than once a year,not very strong democrat,liberal,midwest,0.6097
2744,,male,white,not hispanic,yes,high school,married,1,"unemployed, laid off, looking for work","$3,000 to $3,999",working class,protestant,never,strong republican,conservative,midwest,2.4969
2745,69,male,white,not hispanic,yes,high school,married,2,retired,,lower class,protestant,never,strong republican,extremely conservative,midwest,0.7668
2746,36,female,other,"mexican, mexican american, chicano/a",yes,less than high school,divorced,4,working full time,"$35,000 to $39,999",working class,protestant,about once or twice a year,"independent (neither, no response)","moderate, middle of the road",midwest,0.8742
2747,41,male,white,not hispanic,yes,high school,married,1,working full time,"$90,000 to $109,999",working class,none,never,strong republican,conservative,midwest,0.7275
2748,,female,white,not hispanic,yes,high school,married,1,working full time,,middle class,protestant,several times a week,strong republican,conservative,midwest,1.0111
2749,33,male,white,not hispanic,yes,bachelor's,never married,0,working full time,"$130,000 to $149,999",middle class,protestant,several times a year,strong republican,slightly conservative,midwest,0.3086
2750,30,female,white,not hispanic,yes,bachelor's,married,2,keeping house,"$130,000 to $149,999",middle class,none,never,strong democrat,liberal,midwest,0.6097
2751,69,male,white,not hispanic,yes,less than high school,married,8+,retired,"$1,000 to $2,999",lower class,none,never,"independent, close to democrat",slightly conservative,midwest,0.3469
2752,23,male,white,not hispanic,yes,high school,never married,0,working full time,"$8,000 to $9,999",working class,none,never,"independent (neither, no response)","moderate, middle of the road",midwest,1.8704
2753,42,female,black,cuban,yes,high school,married,3,working full time,"$30,000 to $34,999",working class,protestant,several times a year,"independent (neither, no response)","moderate, middle of the road",midwest,1.7933
2754,52,female,white,not hispanic,yes,bachelor's,married,4,working full time,"$170,000 or over",middle class,catholic,every week,not very strong republican,"moderate, middle of the road",midwest,0.6477
2755,57,female,white,not hispanic,yes,graduate,never married,0,"with a job, but not at work because of temporary illness, vacation, strike","$130,000 to $149,999",middle class,protestant,every week,"independent (neither, no response)","moderate, middle of the road",midwest,0.2882
2756,60,male,white,not hispanic,yes,bachelor's,married,2,working full time,"$25,000 to $29,999",middle class,protestant,never,"independent, close to republican",conservative,midwest,0.7367
2757,50,male,other,"mexican, mexican american, chicano/a",yes,high school,divorced,2,working full time,"$40,000 to $49,999",working class,catholic,about once a month,"independent, close to democrat","moderate, middle of the road",midwest,1.0393
2758,75,female,white,not hispanic,yes,high school,widowed,2,retired,"$22,500 to $24,999",middle class,catholic,2-3 times a month,"independent, close to democrat","moderate, middle of the road",midwest,0.3
2759,83,female,white,not hispanic,yes,high school,widowed,6,retired,"$25,000 to $29,999",middle class,protestant,2-3 times a month,"independent, close to democrat",conservative,midwest,0.3
2760,70,male,white,not hispanic,yes,associate/junior college,married,1,retired,"$170,000 or over",middle class,protestant,nearly every week,"independent, close to republican",conservative,midwest,0.7668
2761,32,male,white,not hispanic,yes,bachelor's,married,0,working full time,"$60,000 to $74,999",middle class,protestant,every week,not very strong republican,conservative,midwest,2.2582
2762,26,female,white,not hispanic,yes,bachelor's,never married,0,working part time,"$25,000 to $29,999",working class,protestant,2-3 times a month,"independent, close to republican",slightly conservative,midwest,0.3636
2763,22,female,white,not hispanic,yes,high school,never married,0,keeping house,"$35,000 to $39,999",working class,,about once or twice a year,"independent (neither, no response)",slightly conservative,midwest,0.8222
2764,64,male,other,not hispanic,yes,associate/junior college,divorced,6,retired,"$40,000 to $49,999",middle class,protestant,nearly every week,"independent (neither, no response)","moderate, middle of the road",midwest,0.362
2765,32,female,white,not hispanic,yes,high school,divorced,4,working full time,"$20,000 to $22,499",lower class,none,never,strong republican,liberal,midwest,0.6135
2766,31,male,white,not hispanic,yes,bachelor's,never married,0,working full time,"$60,000 to $74,999",working class,none,never,"independent (neither, no response)","moderate, middle of the road",midwest,2.01
2767,50,female,white,not hispanic,yes,high school,separated,3,keeping house,"under $1,000",,protestant,about once or twice a year,"independent, close to democrat","moderate, middle of the road",midwest,2.1221
2768,71,male,white,not hispanic,yes,graduate,divorced,0,retired,"$40,000 to $49,999",middle class,other,several times a year,"independent (neither, no response)","moderate, middle of the road",midwest,0.3018
2769,29,female,white,"mexican, mexican american, chicano/a",no,less than high school,separated,3,working full time,"$40,000 to $49,999",lower class,orthodox-christian,2-3 times a month,"independent (neither, no response)",slightly liberal,midwest,1.2594
2770,19,male,white,"mexican, mexican american, chicano/a",yes,high school,never married,0,working full time,"$90,000 to $109,999",working class,none,less than once a year,"independent (neither, no response)","moderate, middle of the road",midwest,3.9335
2771,32,female,other,"another hispanic, latino, or spanish origin",yes,associate/junior college,separated,3,working full time,"$25,000 to $29,999",lower class,none,never,strong democrat,liberal,midwest,0.2641
2772,28,male,white,not hispanic,yes,bachelor's,divorced,0,working full time,"$170,000 or over",working class,protestant,nearly every week,strong republican,conservative,midwest,0.4136
2773,54,male,white,not hispanic,yes,high school,widowed,3,retired,"$40,000 to $49,999",working class,protestant,never,not very strong republican,"moderate, middle of the road",midwest,0.3706
2774,56,male,black,not hispanic,yes,high school,married,0,working full time,"$50,000 to $59,999",working class,protestant,2-3 times a month,strong democrat,"moderate, middle of the road",south,0.6997
2775,67,male,black,not hispanic,yes,less than high school,separated,2,retired,"$12,500 to $14,999",middle class,catholic,every week,strong democrat,conservative,south,0.2914
2776,56,male,black,not hispanic,yes,high school,never married,0,"unemployed, laid off, looking for work","$75,000 to $89,999",middle class,christian,every week,strong democrat,"moderate, middle of the road",south,0.3114
2777,47,female,black,not hispanic,yes,high school,never married,3,keeping house,"$12,500 to $14,999",lower class,protestant,never,not very strong democrat,conservative,south,0.2391
2778,34,female,black,not hispanic,yes,less than high school,never married,3,keeping house,,middle class,none,several times a week,"independent (neither, no response)",slightly liberal,south,0.2619
2779,18,female,white,not hispanic,yes,less than high school,never married,0,working part time,,lower class,none,less than once a year,"independent (neither, no response)","moderate, middle of the road",south,0.388
2780,49,male,black,not hispanic,yes,less than high school,married,3,working full time,"$170,000 or over",working class,protestant,every week,strong democrat,extremely conservative,south,0.6213
2781,63,female,black,not hispanic,yes,less than high school,widowed,1,working part time,,working class,catholic,every week,strong democrat,"moderate, middle of the road",south,0.2783
2782,44,female,black,not hispanic,yes,high school,never married,4,working full time,"$35,000 to $39,999",working class,catholic,never,,,south,0.7786
2783,66,female,black,not hispanic,yes,less than high school,separated,5,other,"$10,000 to $12,499",lower class,protestant,every week,strong democrat,liberal,south,0.8342
2784,75,male,white,not hispanic,yes,graduate,married,3,keeping house,"$110,000 to $129,999",upper class,catholic,several times a week,strong republican,extremely conservative,south,0.5606
2785,64,female,black,not hispanic,yes,less than high school,married,1,other,"$3,000 to $3,999",middle class,catholic,2-3 times a month,not very strong democrat,,south,0.6253
2786,70,female,white,not hispanic,yes,high school,divorced,2,working full time,"$30,000 to $34,999",working class,catholic,every week,strong republican,conservative,south,0.9072
2787,59,female,black,not hispanic,yes,high school,divorced,0,working full time,"$30,000 to $34,999",working class,catholic,nearly every week,strong democrat,"moderate, middle of the road",south,0.8914
2788,65,male,white,not hispanic,yes,bachelor's,married,2,other,,middle class,catholic,2-3 times a month,strong republican,extremely conservative,south,0.2803
2789,25,male,white,not hispanic,yes,bachelor's,married,1,working full time,"$75,000 to $89,999",middle class,protestant,about once a month,"independent, close to republican","moderate, middle of the road",south,2.8106
2790,21,female,white,not hispanic,yes,associate/junior college,never married,0,working full time,"$4,000 to $4,999",working class,,never,"independent (neither, no response)","moderate, middle of the road",south,3.7293
2791,33,female,black,not hispanic,yes,high school,never married,3,working full time,"$20,000 to $22,499",middle class,none,2-3 times a month,"independent (neither, no response)",extremely liberal,south,0.2577
2792,36,male,white,not hispanic,yes,high school,married,3,keeping house,"$50,000 to $59,999",working class,none,never,strong democrat,slightly liberal,south,2.3708
2793,56,,,not hispanic,,less than high school,divorced,0,working part time,"$8,000 to $9,999",lower class,none,never,"independent (neither, no response)",,south,0.3165
2794,22,male,other,"another hispanic, latino, or spanish origin",no,less than high school,never married,1,working part time,"$17,500 to $19,999",working class,protestant,several times a year,"independent, close to democrat","moderate, middle of the road",south,2.6607
2795,25,female,white,not hispanic,yes,high school,never married,1,keeping house,"$6,000 to $6,999",working class,protestant,about once or twice a year,"independent (neither, no response)","moderate, middle of the road",south,0.7635
2796,22,male,,,yes,high school,never married,,working full time,"under $1,000",,protestant,several times a week,"independent (neither, no response)",extremely conservative,south,0.3929
2797,33,female,black,not hispanic,yes,associate/junior college,never married,3,in school,"$35,000 to $39,999",working class,none,every week,strong democrat,"moderate, middle of the road",south,0.2782
2798,29,female,white,not hispanic,yes,high school,married,3,working full time,"$60,000 to $74,999",working class,catholic,about once or twice a year,"independent (neither, no response)","moderate, middle of the road",south,2.7933
2799,55,male,white,not hispanic,yes,bachelor's,married,2,working full time,"$150,000 to $169,999",middle class,catholic,several times a year,strong republican,conservative,south,4.4556
2800,19,male,black,not hispanic,yes,high school,never married,0,working part time,"$7,000 to $7,999",working class,none,less than once a year,"independent (neither, no response)","moderate, middle of the road",south,1.2793
2801,46,female,white,not hispanic,yes,less than high school,never married,4,other,,lower class,catholic,,"independent (neither, no response)",,south,0.806
2802,26,female,white,not hispanic,yes,bachelor's,never married,0,working full time,"$50,000 to $59,999",middle class,protestant,nearly every week,"independent, close to democrat",slightly liberal,south,0.3298
2803,72,male,white,"another hispanic, latino, or spanish origin",yes,high school,divorced,0,retired,"$25,000 to $29,999",middle class,catholic,every week,not very strong democrat,slightly liberal,south,0.2729
2804,57,female,white,not hispanic,yes,high school,divorced,3,working full time,"$40,000 to $49,999",working class,protestant,less than once a year,not very strong republican,"moderate, middle of the road",south,0.9853
2805,71,female,white,not hispanic,yes,associate/junior college,never married,0,retired,"$20,000 to $22,499",middle class,protestant,every week,not very strong republican,,south,0.2786
